url,difficulty,number,acceptance,solution
https://leetcode.com/problems/rotate-function,Medium,396,34.5%,undefined
https://leetcode.com/problems/repeated-dna-sequences,Medium,187,34.5%,undefined
https://leetcode.com/problems/palindrome-linked-list,Easy,234,34.5%,undefined
https://leetcode.com/problems/remove-linked-list-elements,Easy,203,34.5%,undefined
https://leetcode.com/problems/linked-list-cycle,Easy,141,34.6%,https://leetcode.com/articles/linked-list-cycle
https://leetcode.com/problems/soup-servings,Medium,808,34.6%,https://leetcode.com/articles/soup-servings
https://leetcode.com/problems/winning-candidate,Medium,574,34.6%,https://leetcode.com/articles/winning-candidate
https://leetcode.com/problems/ugly-number-ii,Medium,264,34.7%,undefined
https://leetcode.com/problems/magic-squares-in-grid,Easy,840,34.7%,https://leetcode.com/articles/magic-squares-in-grid
https://leetcode.com/problems/house-robber-ii,Medium,213,34.7%,undefined
https://leetcode.com/problems/implement-trie-prefix-tree,Medium,208,34.7%,https://leetcode.com/articles/implement-trie-prefix-tree
https://leetcode.com/problems/convex-polygon,Medium,469,34.9%,undefined
https://leetcode.com/problems/rectangle-area,Medium,223,35.0%,undefined
https://leetcode.com/problems/edit-distance,Hard,72,35.0%,undefined
https://leetcode.com/problems/valid-parentheses,Easy,20,35.0%,https://leetcode.com/articles/valid-parentheses
https://leetcode.com/problems/utf-8-validation,Medium,393,35.0%,https://leetcode.com/articles/utf-8-validation
https://leetcode.com/problems/find-the-celebrity,Medium,277,35.0%,undefined
https://leetcode.com/problems/find-all-anagrams-in-a-string,Easy,438,35.0%,undefined
https://leetcode.com/problems/range-sum-query-immutable,Easy,303,35.0%,https://leetcode.com/articles/range-sum-query-immutable
https://leetcode.com/problems/h-index-ii,Medium,275,35.1%,undefined
https://leetcode.com/problems/set-intersection-size-at-least-two,Hard,757,35.1%,https://leetcode.com/articles/set-intersection-size-at-least-two
https://leetcode.com/problems/super-pow,Medium,372,35.1%,undefined
https://leetcode.com/problems/bitwise-and-of-numbers-range,Medium,201,35.1%,undefined
https://leetcode.com/problems/matchsticks-to-square,Medium,473,35.2%,https://leetcode.com/articles/matchsticks-to-square
https://leetcode.com/problems/partition-list,Medium,86,35.2%,undefined
https://leetcode.com/problems/strange-printer,Hard,664,35.3%,https://leetcode.com/articles/strange-printer
https://leetcode.com/problems/course-schedule,Medium,207,35.4%,undefined
https://leetcode.com/problems/insertion-sort-list,Medium,147,35.4%,undefined
https://leetcode.com/problems/the-maze-iii,Hard,499,35.5%,undefined
https://leetcode.com/problems/paint-fence,Easy,276,35.6%,undefined
https://leetcode.com/problems/find-k-closest-elements,Medium,658,35.6%,https://leetcode.com/articles/find-k-closest-elements
https://leetcode.com/problems/pacific-atlantic-water-flow,Medium,417,35.7%,undefined
https://leetcode.com/problems/car-fleet,Medium,853,35.7%,https://leetcode.com/articles/car-fleet
https://leetcode.com/problems/sum-of-distances-in-tree,Hard,834,35.7%,https://leetcode.com/articles/sum-of-distances-in-tree
https://leetcode.com/problems/k-th-smallest-prime-fraction,Hard,786,35.7%,https://leetcode.com/articles/k-th-smallest-prime-fraction
https://leetcode.com/problems/shortest-distance-from-all-buildings,Hard,317,35.8%,undefined
https://leetcode.com/problems/minimize-malware-spread,Hard,924,35.8%,https://leetcode.com/articles/minimize-malware-spread
https://leetcode.com/problems/string-compression,Easy,443,35.8%,https://leetcode.com/articles/string-compression
https://leetcode.com/problems/isomorphic-strings,Easy,205,35.9%,undefined
https://leetcode.com/problems/sliding-window-maximum,Hard,239,35.9%,undefined
https://leetcode.com/problems/count-of-smaller-numbers-after-self,Hard,315,36.0%,undefined
https://leetcode.com/problems/n-queens,Hard,51,36.1%,undefined
https://leetcode.com/problems/path-sum,Easy,112,36.2%,https://leetcode.com/articles/path-sum
https://leetcode.com/problems/global-and-local-inversions,Medium,775,36.2%,https://leetcode.com/articles/global-and-local-inversions
https://leetcode.com/problems/maximum-distance-in-arrays,Easy,624,36.2%,https://leetcode.com/articles/maximum-distance-in-array
https://leetcode.com/problems/minimum-genetic-mutation,Medium,433,36.3%,undefined
https://leetcode.com/problems/valid-word-square,Easy,422,36.3%,undefined
https://leetcode.com/problems/number-of-segments-in-a-string,Easy,434,36.3%,https://leetcode.com/articles/number-of-segments-in-a-string
https://leetcode.com/problems/super-washing-machines,Hard,517,36.3%,undefined
https://leetcode.com/problems/pour-water,Medium,755,36.4%,https://leetcode.com/articles/pour-water
https://leetcode.com/problems/bus-routes,Hard,815,36.4%,https://leetcode.com/articles/bus-routes
https://leetcode.com/problems/wiggle-subsequence,Medium,376,36.4%,https://leetcode.com/articles/wiggle-subsequence
https://leetcode.com/problems/add-binary,Easy,67,36.5%,undefined
https://leetcode.com/problems/populating-next-right-pointers-in-each-node,Medium,116,36.5%,undefined
https://leetcode.com/problems/closest-leaf-in-a-binary-tree,Medium,742,36.5%,https://leetcode.com/articles/closest-leaf-in-binary-tree
https://leetcode.com/problems/ipo,Hard,502,36.5%,undefined
https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal,Medium,106,36.6%,undefined
https://leetcode.com/problems/maximum-vacation-days,Hard,568,36.6%,https://leetcode.com/articles/maximum-vacation-days
https://leetcode.com/problems/implement-stack-using-queues,Easy,225,36.6%,https://leetcode.com/articles/implement-stack-using-queues
https://leetcode.com/problems/equal-tree-partition,Medium,663,36.6%,https://leetcode.com/articles/equal-tree-partition
https://leetcode.com/problems/guess-number-higher-or-lower-ii,Medium,375,36.6%,https://leetcode.com/articles/guess-number-higher-or-lower-ii
https://leetcode.com/problems/unique-letter-string,Hard,828,36.6%,https://leetcode.com/articles/unique-letter-string
https://leetcode.com/problems/dota2-senate,Medium,649,36.7%,https://leetcode.com/articles/dota2-senate
https://leetcode.com/problems/zuma-game,Hard,488,36.7%,undefined
https://leetcode.com/problems/quad-tree-intersection,Easy,558,36.7%,undefined
https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list,Medium,430,36.7%,undefined
https://leetcode.com/problems/remove-boxes,Hard,546,36.7%,https://leetcode.com/articles/remove-boxes
https://leetcode.com/problems/find-the-derangement-of-an-array,Medium,634,36.7%,https://leetcode.com/articles/find-derangements
https://leetcode.com/problems/permutation-in-string,Medium,567,36.7%,https://leetcode.com/articles/short-permutation-in-a-long-string
https://leetcode.com/problems/biggest-single-number,Easy,619,36.8%,https://leetcode.com/articles/biggest-single-number
https://leetcode.com/problems/arranging-coins,Easy,441,36.8%,undefined
https://leetcode.com/problems/design-in-memory-file-system,Hard,588,36.8%,https://leetcode.com/articles/design-in-memory-file-system
https://leetcode.com/problems/design-circular-queue,Medium,622,36.8%,undefined
https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters,Medium,395,36.9%,undefined
https://leetcode.com/problems/stickers-to-spell-word,Hard,691,36.9%,https://leetcode.com/articles/stickers-to-spell-word
https://leetcode.com/problems/smallest-rotation-with-highest-score,Hard,798,36.9%,https://leetcode.com/articles/smallest-rotation-with-highest-score
https://leetcode.com/problems/factorial-trailing-zeroes,Easy,172,36.9%,undefined
https://leetcode.com/problems/accounts-merge,Medium,721,37.0%,https://leetcode.com/articles/accounts-merge
https://leetcode.com/problems/minimize-malware-spread-ii,Hard,928,37.0%,https://leetcode.com/articles/minimize-malware-spread-ii
https://leetcode.com/problems/shifting-letters,Medium,848,37.0%,https://leetcode.com/articles/shifting-letters
https://leetcode.com/problems/asteroid-collision,Medium,735,37.1%,https://leetcode.com/articles/asteroid-collision
https://leetcode.com/problems/triangle,Medium,120,37.1%,undefined
https://leetcode.com/problems/remove-invalid-parentheses,Hard,301,37.2%,https://leetcode.com/articles/remove-invalid-parentheses
https://leetcode.com/problems/minimize-max-distance-to-gas-station,Hard,774,37.2%,https://leetcode.com/articles/minimize-max-distance-to-gas-station
https://leetcode.com/problems/count-different-palindromic-subsequences,Hard,730,37.4%,https://leetcode.com/articles/count-different-palindromic-subsequences
https://leetcode.com/problems/k-th-symbol-in-grammar,Medium,779,37.5%,https://leetcode.com/articles/k-th-symbol-in-grammar
https://leetcode.com/problems/bulls-and-cows,Medium,299,37.5%,undefined
https://leetcode.com/problems/serialize-and-deserialize-binary-tree,Hard,297,37.7%,https://leetcode.com/articles/serialize-and-deserialize-binary-tree
https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal,Medium,105,37.7%,https://leetcode.com/articles/construct-binary-tree-from-preorder-and-inorder-tr
https://leetcode.com/problems/permutations-ii,Medium,47,37.7%,undefined
https://leetcode.com/problems/peeking-iterator,Medium,284,37.7%,undefined
https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree,Medium,331,37.7%,undefined
https://leetcode.com/problems/network-delay-time,Easy,743,37.8%,https://leetcode.com/articles/network-delay-time
https://leetcode.com/problems/guess-number-higher-or-lower,Easy,374,37.9%,https://leetcode.com/articles/guess-number-higher-or-lower
https://leetcode.com/problems/set-matrix-zeroes,Medium,73,38.1%,https://leetcode.com/articles/set-matrix-zeroes
https://leetcode.com/problems/max-stack,Easy,716,38.1%,https://leetcode.com/articles/max-stack
https://leetcode.com/problems/transform-to-chessboard,Hard,782,38.1%,https://leetcode.com/articles/transform-to-chessboard
https://leetcode.com/problems/find-mode-in-binary-search-tree,Easy,501,38.1%,undefined
https://leetcode.com/problems/split-array-into-consecutive-subsequences,Medium,659,38.1%,https://leetcode.com/articles/split-array-into-consecutive-subsequences
https://leetcode.com/problems/palindrome-partitioning,Medium,131,38.1%,undefined
https://leetcode.com/problems/path-sum-ii,Medium,113,38.1%,undefined
https://leetcode.com/problems/maximum-average-subarray-i,Easy,643,38.2%,https://leetcode.com/articles/maximum-average-subarray
https://leetcode.com/problems/convert-sorted-list-to-binary-search-tree,Medium,109,38.2%,https://leetcode.com/articles/convert-sorted-list-to-binary-search-tree
https://leetcode.com/problems/trapping-rain-water-ii,Hard,407,38.2%,undefined
https://leetcode.com/problems/longest-absolute-file-path,Medium,388,38.2%,undefined
https://leetcode.com/problems/delete-node-in-a-bst,Medium,450,38.2%,undefined
https://leetcode.com/problems/add-bold-tag-in-string,Medium,616,38.3%,https://leetcode.com/articles/add-bold-tag-in-a-string
https://leetcode.com/problems/longest-increasing-path-in-a-matrix,Hard,329,38.3%,https://leetcode.com/articles/longest-increasing-path-matrix
https://leetcode.com/problems/remove-duplicates-from-sorted-array,Easy,26,38.4%,https://leetcode.com/articles/remove-duplicates-from-sorted-array
https://leetcode.com/problems/count-and-say,Easy,38,38.4%,undefined
https://leetcode.com/problems/friend-requests-i-overall-acceptance-rate,Easy,597,38.4%,https://leetcode.com/articles/friend-requests-i-overall-acceptance-rate
https://leetcode.com/problems/falling-squares,Hard,699,38.5%,https://leetcode.com/articles/falling-squares
https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters,Hard,340,38.5%,undefined
https://leetcode.com/problems/design-phone-directory,Medium,379,38.6%,undefined
https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii,Hard,154,38.6%,undefined
https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii,Medium,80,38.6%,undefined
https://leetcode.com/problems/combination-sum-ii,Medium,40,38.6%,undefined
https://leetcode.com/problems/split-concatenated-strings,Medium,555,38.7%,https://leetcode.com/articles/split-assembled-strings
https://leetcode.com/problems/number-of-islands,Medium,200,38.7%,https://leetcode.com/articles/number-of-islands
https://leetcode.com/problems/card-flipping-game,Medium,822,38.7%,https://leetcode.com/articles/card-flipping-game
https://leetcode.com/problems/maximize-distance-to-closest-person,Easy,849,38.7%,https://leetcode.com/articles/maximize-distance-to-closest-person
https://leetcode.com/problems/ones-and-zeroes,Medium,474,38.8%,https://leetcode.com/articles/ones-and-zeroes
https://leetcode.com/problems/repeated-substring-pattern,Easy,459,38.8%,undefined
https://leetcode.com/problems/possible-bipartition,Medium,886,38.8%,https://leetcode.com/articles/possible-bipartition
https://leetcode.com/problems/valid-perfect-square,Easy,367,38.9%,undefined
https://leetcode.com/problems/letter-combinations-of-a-phone-number,Medium,17,38.9%,undefined
https://leetcode.com/problems/maximum-swap,Medium,670,38.9%,https://leetcode.com/articles/maximum-swap
https://leetcode.com/problems/partition-equal-subset-sum,Medium,416,39.0%,undefined
https://leetcode.com/problems/graph-valid-tree,Medium,261,39.0%,undefined
https://leetcode.com/problems/sentence-similarity,Easy,734,39.0%,https://leetcode.com/articles/sentence-similarity
https://leetcode.com/problems/solve-the-equation,Medium,640,39.1%,https://leetcode.com/articles/solve-the-equation
https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal,Medium,103,39.1%,undefined
https://leetcode.com/problems/maximum-width-of-binary-tree,Medium,662,39.1%,https://leetcode.com/articles/maximum-width-of-binary-tree
https://leetcode.com/problems/binary-tree-vertical-order-traversal,Medium,314,39.2%,undefined
https://leetcode.com/problems/two-sum,Easy,1,39.2%,https://leetcode.com/articles/two-sum
https://leetcode.com/problems/perfect-squares,Medium,279,39.2%,undefined
https://leetcode.com/problems/coin-change-2,Medium,518,39.2%,undefined
https://leetcode.com/problems/license-key-formatting,Easy,482,39.3%,undefined
https://leetcode.com/problems/increasing-triplet-subsequence,Medium,334,39.3%,undefined
https://leetcode.com/problems/number-of-matching-subsequences,Medium,792,39.3%,https://leetcode.com/articles/number-of-matching-subsequences
https://leetcode.com/problems/word-pattern-ii,Hard,291,39.4%,undefined
https://leetcode.com/problems/preimage-size-of-factorial-zeroes-function,Hard,793,39.4%,https://leetcode.com/articles/preimage-size-of-factorial-zeroes-function
https://leetcode.com/problems/flatten-binary-tree-to-linked-list,Medium,114,39.5%,undefined
https://leetcode.com/problems/longest-increasing-subsequence,Medium,300,39.6%,https://leetcode.com/articles/longest-increasing-subsequence
https://leetcode.com/problems/search-a-2d-matrix-ii,Medium,240,39.6%,https://leetcode.com/articles/search-a-2d-matrix-ii
https://leetcode.com/problems/palindrome-number,Easy,9,39.6%,https://leetcode.com/articles/palindrome-number
https://leetcode.com/problems/guess-the-word,Hard,843,39.6%,https://leetcode.com/articles/guess-the-word
https://leetcode.com/problems/find-pivot-index,Easy,724,39.6%,https://leetcode.com/articles/find-pivot-index
https://leetcode.com/problems/partition-to-k-equal-sum-subsets,Medium,698,39.6%,https://leetcode.com/articles/partition-to-k-equal-sum-subsets
https://leetcode.com/problems/balanced-binary-tree,Easy,110,39.6%,undefined
https://leetcode.com/problems/kth-smallest-number-in-multiplication-table,Hard,668,39.6%,https://leetcode.com/articles/kth-smallest-number-in-multiplication-table
https://leetcode.com/problems/power-of-four,Easy,342,39.7%,undefined
https://leetcode.com/problems/expressive-words,Medium,809,39.7%,https://leetcode.com/articles/expressive-words
https://leetcode.com/problems/super-ugly-number,Medium,313,39.7%,undefined
https://leetcode.com/problems/freedom-trail,Hard,514,39.8%,undefined
https://leetcode.com/problems/split-array-with-equal-sum,Medium,548,39.8%,https://leetcode.com/articles/split-array-with-equal-sum
https://leetcode.com/problems/reorganize-string,Medium,767,39.9%,https://leetcode.com/articles/reorganized-string
https://leetcode.com/problems/largest-number-at-least-twice-of-others,Easy,747,39.9%,https://leetcode.com/articles/largest-number-at-least-twice-of-others
https://leetcode.com/problems/longest-consecutive-sequence,Hard,128,39.9%,https://leetcode.com/articles/longest-consecutive-sequence
https://leetcode.com/problems/paint-house-ii,Hard,265,40.0%,undefined
https://leetcode.com/problems/set-mismatch,Easy,645,40.0%,https://leetcode.com/articles/set-mismatch
https://leetcode.com/problems/advantage-shuffle,Medium,870,40.0%,https://leetcode.com/articles/advantage-shuffle
https://leetcode.com/problems/search-insert-position,Easy,35,40.0%,undefined
https://leetcode.com/problems/valid-square,Medium,593,40.0%,https://leetcode.com/articles/valid-square
https://leetcode.com/problems/fruit-into-baskets,Medium,904,40.0%,https://leetcode.com/articles/fruit-into-baskets
https://leetcode.com/problems/partition-array-into-disjoint-intervals,Medium,915,40.1%,https://leetcode.com/articles/parition-array-into-disjoint-intervals
https://leetcode.com/problems/find-peak-element,Medium,162,40.1%,https://leetcode.com/articles/find-peak-element
https://leetcode.com/problems/24-game,Hard,679,40.1%,https://leetcode.com/articles/24-game
https://leetcode.com/problems/ugly-number,Easy,263,40.1%,undefined
https://leetcode.com/problems/boats-to-save-people,Medium,881,40.1%,https://leetcode.com/articles/boats-to-save-people
https://leetcode.com/problems/trapping-rain-water,Hard,42,40.1%,https://leetcode.com/articles/trapping-rain-water
https://leetcode.com/problems/plus-one,Easy,66,40.1%,undefined
https://leetcode.com/problems/sum-root-to-leaf-numbers,Medium,129,40.1%,undefined
https://leetcode.com/problems/valid-permutations-for-di-sequence,Hard,903,40.1%,https://leetcode.com/articles/valid-permutations-for-di-sequence
https://leetcode.com/problems/container-with-most-water,Medium,11,40.1%,https://leetcode.com/articles/container-with-most-water
https://leetcode.com/problems/reverse-vowels-of-a-string,Easy,345,40.2%,undefined
https://leetcode.com/problems/kth-largest-element-in-a-stream,Easy,703,40.2%,undefined
https://leetcode.com/problems/count-student-number-in-departments,Medium,580,40.2%,https://leetcode.com/articles/count-student-number-in-departments
https://leetcode.com/problems/valid-sudoku,Medium,36,40.2%,undefined
https://leetcode.com/problems/subsets-ii,Medium,90,40.3%,undefined
https://leetcode.com/problems/sort-colors,Medium,75,40.4%,undefined
https://leetcode.com/problems/bold-words-in-string,Easy,758,40.4%,https://leetcode.com/articles/bold-words-in-string
https://leetcode.com/problems/making-a-large-island,Hard,827,40.4%,https://leetcode.com/articles/making-a-large-island
https://leetcode.com/problems/house-robber,Easy,198,40.5%,https://leetcode.com/articles/house-robber
https://leetcode.com/problems/implement-queue-using-stacks,Easy,232,40.5%,https://leetcode.com/articles/implement-queue-using-stacks
https://leetcode.com/problems/subtree-of-another-tree,Easy,572,40.5%,https://leetcode.com/articles/subtree-of-another-tree
https://leetcode.com/problems/split-array-largest-sum,Hard,410,40.5%,https://leetcode.com/articles/split-array-largest-sum
https://leetcode.com/problems/increasing-subsequences,Medium,491,40.5%,undefined
https://leetcode.com/problems/pascals-triangle-ii,Easy,119,40.5%,undefined
https://leetcode.com/problems/number-of-music-playlists,Hard,920,40.6%,https://leetcode.com/articles/number-of-music-playlists
https://leetcode.com/problems/customers-who-never-order,Easy,183,40.6%,https://leetcode.com/articles/customers-who-never-order
https://leetcode.com/problems/binary-search,Easy,704,40.6%,undefined
https://leetcode.com/problems/subarray-sum-equals-k,Medium,560,40.6%,https://leetcode.com/articles/subarray-sum-equals-k
https://leetcode.com/problems/contain-virus,Hard,749,40.6%,https://leetcode.com/articles/contain-virus
https://leetcode.com/problems/number-of-islands-ii,Hard,305,40.6%,https://leetcode.com/articles/number-of-islands-ii
https://leetcode.com/problems/is-graph-bipartite,Medium,785,40.7%,https://leetcode.com/articles/is-graph-bipartite
https://leetcode.com/problems/students-report-by-geography,Hard,618,40.7%,https://leetcode.com/articles/students-report-by-geography
https://leetcode.com/problems/the-maze-ii,Medium,505,40.7%,https://leetcode.com/articles/the-maze-ii
https://leetcode.com/problems/meeting-rooms-ii,Medium,253,40.7%,https://leetcode.com/articles/meeting-rooms-ii
https://leetcode.com/problems/my-calendar-ii,Medium,731,40.8%,https://leetcode.com/articles/my-calendar-ii
https://leetcode.com/problems/optimal-account-balancing,Hard,465,40.8%,undefined
https://leetcode.com/problems/path-sum-iii,Easy,437,40.8%,undefined
https://leetcode.com/problems/game-of-life,Medium,289,40.9%,undefined
https://leetcode.com/problems/number-of-1-bits,Easy,191,40.9%,https://leetcode.com/articles/number-1-bits
https://leetcode.com/problems/insert-delete-getrandom-o1,Medium,380,41.0%,undefined
https://leetcode.com/problems/power-of-three,Easy,326,41.0%,https://leetcode.com/articles/power-of-three
https://leetcode.com/problems/non-overlapping-intervals,Medium,435,41.0%,https://leetcode.com/articles/non-overlapping-intervals
https://leetcode.com/problems/strobogrammatic-number,Easy,246,41.1%,undefined
https://leetcode.com/problems/sentence-similarity-ii,Medium,737,41.2%,https://leetcode.com/articles/sentence-similarity-ii
https://leetcode.com/problems/remove-duplicates-from-sorted-list,Easy,83,41.2%,https://leetcode.com/articles/remove-duplicates-from-sorted-list
https://leetcode.com/problems/next-closest-time,Medium,681,41.2%,https://leetcode.com/articles/next-closest-time
https://leetcode.com/problems/convert-a-number-to-hexadecimal,Easy,405,41.2%,undefined
https://leetcode.com/problems/knight-probability-in-chessboard,Medium,688,41.2%,https://leetcode.com/articles/knight-probability-in-chessboard
https://leetcode.com/problems/power-of-two,Easy,231,41.2%,undefined
https://leetcode.com/problems/monotone-increasing-digits,Medium,738,41.3%,https://leetcode.com/articles/monotone-increasing-digits
https://leetcode.com/problems/number-of-subarrays-with-bounded-maximum,Medium,795,41.3%,https://leetcode.com/articles/number-of-subarrays-with-bounded-maximum
https://leetcode.com/problems/most-common-word,Easy,819,41.4%,https://leetcode.com/articles/most-common-word
https://leetcode.com/problems/shortest-bridge,Medium,934,41.4%,https://leetcode.com/articles/shortest-bridge
https://leetcode.com/problems/find-eventual-safe-states,Medium,802,41.4%,https://leetcode.com/articles/find-eventual-safe-states
https://leetcode.com/problems/parse-lisp-expression,Hard,736,41.5%,https://leetcode.com/articles/parse-lisp-expression
https://leetcode.com/problems/bomb-enemy,Medium,361,41.6%,undefined
https://leetcode.com/problems/swap-nodes-in-pairs,Medium,24,41.6%,undefined
https://leetcode.com/problems/largest-plus-sign,Medium,764,41.6%,https://leetcode.com/articles/largest-plus-sign
https://leetcode.com/problems/masking-personal-information,Medium,831,41.6%,https://leetcode.com/articles/masking-personal-information
https://leetcode.com/problems/find-duplicate-subtrees,Medium,652,41.7%,https://leetcode.com/articles/find-duplicate-subtrees
https://leetcode.com/problems/minimum-area-rectangle,Medium,939,41.7%,https://leetcode.com/articles/minimum-area-rectangle
https://leetcode.com/problems/rectangle-area-ii,Hard,850,41.7%,https://leetcode.com/articles/rectangle-area-ii
https://leetcode.com/problems/maximum-subarray,Easy,53,41.7%,undefined
https://leetcode.com/problems/symmetric-tree,Easy,101,41.8%,https://leetcode.com/articles/symmetric-tree
https://leetcode.com/problems/find-right-interval,Medium,436,41.8%,https://leetcode.com/articles/find-right-interval
https://leetcode.com/problems/find-minimum-in-rotated-sorted-array,Medium,153,41.9%,https://leetcode.com/articles/find-minimum-in-rotated-sorted-array
https://leetcode.com/problems/longest-line-of-consecutive-one-in-matrix,Medium,562,41.9%,https://leetcode.com/articles/longest-line-of-consecutive-one-in-a-matrix
https://leetcode.com/problems/random-pick-with-weight,Medium,528,41.9%,https://leetcode.com/articles/random-pick-with-weight
https://leetcode.com/problems/push-dominoes,Medium,838,41.9%,https://leetcode.com/articles/push-dominoes
https://leetcode.com/problems/longest-harmonious-subsequence,Easy,594,42.0%,https://leetcode.com/articles/longest-harmonious-subsequence
https://leetcode.com/problems/chalkboard-xor-game,Hard,810,42.0%,https://leetcode.com/articles/chalkboard-xor-game
https://leetcode.com/problems/basic-calculator-iii,Hard,772,42.0%,undefined
https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree,Easy,235,42.1%,undefined
https://leetcode.com/problems/contiguous-array,Medium,525,42.1%,https://leetcode.com/articles/contiguous-array
https://leetcode.com/problems/median-employee-salary,Hard,569,42.1%,https://leetcode.com/articles/median-employee-salary
https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree,Medium,255,42.1%,undefined
https://leetcode.com/problems/closest-binary-search-tree-value,Easy,270,42.1%,undefined
https://leetcode.com/problems/data-stream-as-disjoint-intervals,Hard,352,42.1%,undefined
https://leetcode.com/problems/add-strings,Easy,415,42.3%,undefined
https://leetcode.com/problems/largest-sum-of-averages,Medium,813,42.4%,https://leetcode.com/articles/largest-sum-of-averages
https://leetcode.com/problems/climbing-stairs,Easy,70,42.4%,https://leetcode.com/articles/climbing-stairs
https://leetcode.com/problems/find-and-replace-in-string,Medium,833,42.4%,https://leetcode.com/articles/find-and-replace-in-string
https://leetcode.com/problems/open-the-lock,Medium,752,42.4%,https://leetcode.com/articles/open-the-lock
https://leetcode.com/problems/remove-element,Easy,27,42.4%,https://leetcode.com/articles/remove-element
https://leetcode.com/problems/ambiguous-coordinates,Medium,816,42.4%,https://leetcode.com/articles/ambiguous-coordinates
https://leetcode.com/problems/strobogrammatic-number-ii,Medium,247,42.5%,undefined
https://leetcode.com/problems/group-anagrams,Medium,49,42.5%,https://leetcode.com/articles/group-anagrams
https://leetcode.com/problems/longest-word-in-dictionary,Easy,720,42.5%,https://leetcode.com/articles/longest-word-in-dictionary
https://leetcode.com/problems/closest-binary-search-tree-value-ii,Hard,272,42.5%,undefined
https://leetcode.com/problems/length-of-longest-fibonacci-subsequence,Medium,873,42.6%,https://leetcode.com/articles/length-of-longest-fibonacci-subsequence
https://leetcode.com/problems/friend-requests-ii-who-has-the-most-friends,Medium,602,42.6%,https://leetcode.com/articles/friend-requests-ii-who-has-most-friend
https://leetcode.com/problems/koko-eating-bananas,Medium,875,42.6%,https://leetcode.com/articles/koko-eating-bananas
https://leetcode.com/problems/flatten-2d-vector,Medium,251,42.7%,undefined
https://leetcode.com/problems/second-minimum-node-in-a-binary-tree,Easy,671,42.7%,https://leetcode.com/articles/second-minimum-node-in-a-binary-tree
https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays,Hard,689,42.7%,https://leetcode.com/articles/maximum-sum-of-3-non-overlapping-intervals
https://leetcode.com/problems/decode-string,Medium,394,42.7%,undefined
https://leetcode.com/problems/employees-earning-more-than-their-managers,Easy,181,42.8%,https://leetcode.com/articles/employees-earning-more-than-their-managers
https://leetcode.com/problems/binary-tree-longest-consecutive-sequence,Medium,298,42.8%,https://leetcode.com/articles/binary-tree-longest-consecutive-sequence
https://leetcode.com/problems/basic-calculator-iv,Hard,770,42.8%,https://leetcode.com/articles/basic-calculator-iv
https://leetcode.com/problems/implement-rand10-using-rand7,Medium,470,42.9%,https://leetcode.com/articles/implement-rand10-using-rand7
https://leetcode.com/problems/pascals-triangle,Easy,118,42.9%,https://leetcode.com/articles/pascals-triangle
https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown,Medium,309,42.9%,undefined
https://leetcode.com/problems/elimination-game,Medium,390,42.9%,undefined
https://leetcode.com/problems/find-smallest-letter-greater-than-target,Easy,744,42.9%,https://leetcode.com/articles/find-smallest-letter-greater-than-target
https://leetcode.com/problems/longest-repeating-character-replacement,Medium,424,43.0%,undefined
https://leetcode.com/problems/task-scheduler,Medium,621,43.1%,https://leetcode.com/articles/task-scheduler
https://leetcode.com/problems/longest-continuous-increasing-subsequence,Easy,674,43.1%,https://leetcode.com/articles/longest-continuous-increasing-subsequence
https://leetcode.com/problems/word-squares,Hard,425,43.1%,undefined
https://leetcode.com/problems/word-subsets,Medium,916,43.1%,https://leetcode.com/articles/word-subsets
https://leetcode.com/problems/construct-binary-tree-from-string,Medium,536,43.1%,undefined
https://leetcode.com/problems/binary-tree-longest-consecutive-sequence-ii,Medium,549,43.1%,https://leetcode.com/articles/binary-tree-longest-consecutive-sequence-ii
https://leetcode.com/problems/valid-triangle-number,Medium,611,43.2%,https://leetcode.com/articles/valid-triangle-number
https://leetcode.com/problems/maximum-length-of-repeated-subarray,Medium,718,43.2%,https://leetcode.com/articles/maximum-length-of-repeated-subarray
https://leetcode.com/problems/happy-number,Easy,202,43.2%,undefined
https://leetcode.com/problems/top-k-frequent-words,Medium,692,43.3%,https://leetcode.com/articles/top-k-frequent-words
https://leetcode.com/problems/cracking-the-safe,Hard,753,43.3%,https://leetcode.com/articles/cracking-the-safe
https://leetcode.com/problems/backspace-string-compare,Easy,844,43.4%,https://leetcode.com/articles/backspace-string-compare
https://leetcode.com/problems/orderly-queue,Hard,899,43.4%,https://leetcode.com/articles/orderly-queue
https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree,Medium,863,43.4%,https://leetcode.com/articles/all-nodes-distance-k-in-binary-tree
https://leetcode.com/problems/bulb-switcher,Medium,319,43.4%,undefined
